AGLOMERADO,PROVINCIA,ITF,IPCF,PONDIH
27,70,0,0,0
27,70,1650000,330000,390
27,70,0,0,0
27,70,0,0,0
27,70,1279200,426400,819
27,70,579294,289647,766
27,70,0,0,0
27,70,0,0,0
27,70,1400000,350000,796
27,70,1326054,663027,486
27,70,3799168,542738.29,407
27,70,0,0,0
27,70,3000000,1500000,361
27,70,840000,280000,405
27,70,1635000,408750,520
27,70,1294108,647054,422
27,70,400000,400000,516
27,70,5700000,2850000,521
27,70,1500000,750000,388
27,70,2100000,700000,524
27,70,1700000,425000,646
27,70,1559168,519722.67,404
27,70,1575000,315000,404
27,70,2100000,1050000,356
27,70,438000,73000,371
27,70,1517045,758522.5,327
27,70,266200,66550,501
27,70,1604723,1604723,540
27,70,912669,912669,594
27,70,1500000,375000,533
27,70,687023,687023,345
27,70,3500000,875000,455
27,70,440000,110000,444
27,70,1020459,340153,548
27,70,1627723,325544.6,545
27,70,2850000,712500,490
27,70,758588,379294,318
27,70,2200000,733333.33,432
27,70,859294,171858.8,523
27,70,758588,379294,318
27,70,611306,203768.67,412
27,70,72000,24000,365
27,70,679294,339647,427
27,70,1708588,284764.67,535
27,70,2089000,696333.33,579
27,70,479294,479294,586
27,70,1029294,343098,389
27,70,2357800,471560,528
27,70,1000000,500000,534
27,70,629800,125960,463
27,70,665794,332897,236
27,70,1055600,263900,377
27,70,1369600,273920,385
27,70,1215000,607500,402
27,70,836506,278835.33,402
27,70,1669000,556333.33,438
27,70,341420,170710,366
27,70,0,0,0
27,70,379294,379294,249
27,70,2317894,579473.5,467
27,70,3500000,1166666.67,934
27,70,1054170,527085,654
27,70,2300000,460000,691
27,70,6850000,3425000,862
27,70,2410000,1205000,862
27,70,527085,527085,585
27,70,2250000,750000,542
27,70,800000,400000,553
27,70,1270000,635000,433
27,70,2564166,1282083,505
27,70,784120,261373.33,461
27,70,777083,259027.67,518
27,70,1057046,528523,393
27,70,1750000,583333.33,491
27,70,504959,504959,278
27,70,1589959,397489.75,372
27,70,584959,584959,412
27,70,1200000,1200000,493
27,70,0,0,0
27,70,1500000,750000,515
27,70,1420000,355000,570
27,70,1967084,491771,471
27,70,1000000,1000000,514
27,70,2416506,402751,557
27,70,1950000,325000,484
27,70,0,0,0
27,70,3000000,750000,418
27,70,440000,146666.67,413
27,70,450000,450000,464
27,70,556200,139050,392
27,70,2079168,1039584,347
27,70,0,0,0
27,70,1400000,350000,461
27,70,1000000,500000,352
27,70,1700000,340000,461
27,70,427294,427294,410
27,70,436506,436506,464
27,70,869000,173800,537
27,70,1158588,386196,464
27,70,1886506,628835.33,540
27,70,880000,440000,518
27,70,1043724,208744.8,324
27,70,637136,127427.2,468
27,70,1300000,325000,551
27,70,1953430,177584.55,416
27,70,598862,119772.4,501
27,70,1258000,419333.33,521
27,70,750000,250000,138
27,70,0,0,0
27,70,2668000,222333.33,146
27,70,732000,366000,101
27,70,2000000,500000,143
27,70,1000000,500000,122
27,70,794000,264666.67,109
27,70,1136000,284000,132
27,70,1225000,612500,139
27,70,1250000,416666.67,153
27,70,827948,275982.67,160
27,70,2128059,304008.43,158
27,70,900000,900000,187
27,70,532083,532083,206
27,70,1786200,198466.67,184
27,70,0,0,0
27,70,0,0,0
27,70,0,0,0
27,70,1657084,414271,662
27,70,1940000,970000,888
27,70,860120,286706.67,900
27,70,1578000,394500,866
27,70,875120,291706.67,948
27,70,2400000,600000,861
27,70,629420,157355,335
27,70,0,0,0
27,70,0,0,0
27,70,2217176,554294,197
27,70,1000000,1000000,157
27,70,1000000,333333.33,175
27,70,1030000,343333.33,164
27,70,1546000,386500,186
27,70,2418580,1209290,175
27,70,410000,102500,178
27,70,1600000,400000,190
27,70,1260000,630000,190
27,70,1980000,990000,169
27,70,2300000,575000,188
27,70,3180000,1060000,144
27,70,500000,500000,153
27,70,5200000,1300000,188
27,70,963000,963000,153
27,70,926000,463000,93
27,70,1752000,350400,115
27,70,854000,142333.33,128
27,70,1812000,226500,96
27,70,1378000,344500,107
27,70,1455000,242500,122
27,70,1155000,231000,102
27,70,0,0,0
27,70,541420,180473.33,56
27,70,300000,300000,68
27,70,495000,82500,81
27,70,979294,489647,61
27,70,1300000,325000,74
27,70,1420000,710000,81
27,70,1179294,393098,74
26,74,1080000,1080000,140
26,74,0,0,0
26,74,910000,455000,109
26,74,1120000,560000,174
26,74,1949700,974850,125
26,74,776000,388000,145
26,74,398000,199000,170
26,74,1000000,333333.33,195
26,74,3000000,500000,183
26,74,853000,853000,180
26,74,1360706,340176.5,519
26,74,0,0,0
26,74,0,0,0
26,74,0,0,0
26,74,850000,283333.33,204
26,74,479294,479294,311
26,74,3300000,1650000,216
26,74,636500,212166.67,170
26,74,0,0,0
26,74,1509700,377425,341
26,74,1710500,570166.67,201
26,74,950000,237500,266
26,74,379294,379294,143
26,74,0,0,0
26,74,0,0,0
26,74,2050000,512500,185
26,74,0,0,0
26,74,0,0,0
26,74,6400000,1600000,224
26,74,3200000,800000,153
26,74,1600000,400000,231
26,74,1840000,920000,281
26,74,600000,600000,296
26,74,0,0,0
26,74,1140000,570000,207
26,74,0,0,0
26,74,0,0,0
26,74,1464305,488101.67,241
26,74,2399305,342757.86,426
26,74,697643,232547.67,145
26,74,637450,318725,175
26,74,992961,496480.5,122
26,74,0,0,0
26,74,496481,496481,102
26,74,1400000,466666.67,117
26,74,400000,400000,174
26,74,1200000,300000,280
26,74,3150000,787500,352
26,74,1506481,753240.5,144
26,74,800000,800000,137
26,74,0,0,0
26,74,2000000,2000000,138
26,74,800000,800000,273
26,74,699000,174750,459
26,74,880000,440000,195
26,74,1060000,265000,246
26,74,800000,400000,177
26,74,4170000,4170000,137
26,74,1109294,1109294,132
26,74,640000,640000,136
26,74,1833306,916653,216
26,74,0,0,0
26,74,0,0,0
26,74,1160000,580000,143
26,74,1159000,579500,161
26,74,659000,329500,119
26,74,379000,379000,122
26,74,710000,118333.33,120
26,74,280000,280000,122
26,74,0,0,0
26,74,300000,300000,179
26,74,1390000,695000,130
26,74,1000000,250000,197
26,74,140000,140000,108
26,74,726000,145200,243
26,74,1070000,267500,297
26,74,3090000,618000,228
26,74,1000000,333333.33,171
26,74,450000,450000,165
26,74,820000,410000,89
26,74,990000,330000,140
26,74,300000,300000,106
26,74,1740000,348000,142
26,74,0,0,0
26,74,379295,379295,210
26,74,599295,149823.75,188
26,74,0,0,0
26,74,2866506,955502,120
26,74,0,0,0
26,74,440000,440000,73
26,74,0,0,0
26,74,855000,427500,154
26,74,317436,317436,100
26,74,5500000,1375000,210
26,74,1980000,330000,205
26,74,7500000,3750000,213
26,74,2000000,1000000,213
26,74,850000,850000,297
26,74,900000,900000,258
26,74,1540000,385000,453
26,74,2900000,966666.67,226
26,74,570000,142500,145
26,74,1150000,230000,492
26,74,1370000,342500,278
26,74,1140000,570000,186
26,74,390000,195000,195
26,74,500000,250000,139
26,74,0,0,0
26,74,2179295,1089647.5,230
26,74,1000000,1000000,122
26,74,2491162,498232.4,252
26,74,1221162,407054,311
26,74,2000000,1000000,231
26,74,1702307,425576.75,176
26,74,1500000,500000,316
26,74,750000,750000,273
26,74,1880000,376000,307
26,74,380000,380000,194
26,74,1762500,440625,569
26,74,0,0,0
26,74,1800000,450000,620
26,74,0,0,0
26,74,1447000,723500,217
26,74,2250000,450000,235
26,74,2120000,1060000,208
26,74,1748000,582666.67,262
26,74,2961500,740375,465
26,74,0,0,0
26,74,0,0,0
26,74,600000,600000,86
26,74,2100000,525000,136
26,74,600000,600000,207
26,74,2550000,637500,301
26,74,1500000,750000,141
26,74,1508000,377000,308
26,74,1600000,400000,408
26,74,3800000,1266666.67,310
26,74,1280000,426666.67,236
26,74,440000,220000,156
26,74,3000000,3000000,259
26,74,580000,290000,240
26,74,0,0,0
26,74,0,0,0
26,74,0,0,0
26,74,0,0,0
26,74,1200000,1200000,192
26,74,478000,239000,100
26,74,0,0,0
26,74,704000,234666.67,403
26,74,960000,320000,187
26,74,1900000,380000,261
26,74,893000,223250,575
26,74,1900000,633333.33,195
26,74,0,0,0
26,74,892000,223000,449
26,74,1279294,142143.78,212
26,74,1156500,385500,259
26,74,0,0,0
26,74,520457,130114.25,377
26,74,1102262,220452.4,265
26,74,346163,69232.6,462
26,74,608163,202721,250
26,74,0,0,0
26,74,400000,133333.33,211
26,74,934000,155666.67,246
26,74,986506,493253,120
26,74,2070000,517500,353
26,74,900000,300000,203
26,74,700000,175000,181
26,74,2100000,525000,168
26,74,2500000,500000,140
26,74,1520000,380000,160
26,74,650000,650000,151
26,74,0,0,0
26,74,1204000,401333.33,508
26,74,2300000,766666.67,211
26,74,850000,425000,216
26,74,1780000,445000,218
26,74,1386000,462000,219
26,74,666000,333000,195
26,74,286000,286000,265
26,74,0,0,0
26,74,0,0,0
26,74,1580000,526666.67,140
26,74,2876000,719000,186
26,74,2200000,550000,176
26,74,2800000,700000,379
26,74,1200000,400000,176
26,74,1500000,500000,251
26,74,1850000,370000,393
26,74,400000,200000,173
26,74,2300000,766666.67,217
26,74,860000,430000,160
26,74,3100000,1033333.33,303
26,74,3000000,1000000,448
26,74,1900000,633333.33,391
26,74,4500000,2250000,381
26,74,0,0,0
26,74,0,0,0
26,74,0,0,0
26,74,400000,400000,210
26,74,1040000,520000,237
26,74,300000,150000,210
26,74,450000,450000,210
26,74,628000,314000,71
26,74,300000,300000,214
26,74,1310000,262000,466
26,74,1626000,406500,203
26,74,600000,200000,205
26,74,440000,440000,152
26,74,1000000,250000,215
26,74,400000,200000,184
26,74,659000,329500,201
26,74,2269000,567250,187
26,74,790000,790000,138
26,74,1200000,1200000,122
26,74,0,0,0
26,74,2590000,647500,476
26,74,1223012,305753,162
26,74,909295,454647.5,317
26,74,0,0,0
26,74,1770000,885000,128
26,74,1409295,281859,343
26,74,990000,247500,405
26,74,550000,550000,144
26,74,1600000,533333.33,249
26,74,1340000,335000,565
26,74,1100000,550000,491
26,74,1700000,566666.67,461
26,74,3100000,775000,447
26,74,3700000,925000,172
26,74,1480000,370000,177
26,74,4200000,700000,251
26,74,2250000,321428.57,472
26,74,2150000,537500,180
26,74,0,0,0
26,74,3336500,667300,206
26,74,0,0,0
26,74,1800000,450000,668
26,74,0,0,0
26,74,832386,277462,456
26,74,441400,441400,166
26,74,0,0,0
26,74,1472832,184104,260
26,74,1140000,285000,208
26,74,1700000,850000,204
26,74,1370000,456666.67,268
26,74,286603,71650.75,386
26,74,1194855,298713.75,280
26,74,970000,970000,495
26,74,1500000,750000,445
26,74,1340000,335000,456
26,74,3700000,925000,323
26,74,2800000,1400000,311
26,74,2700000,900000,290
26,74,1800000,900000,321
26,74,440000,440000,241
26,74,1020461,340153.67,121
26,74,0,0,0
26,74,681163,227054.33,160
26,74,800000,400000,191
26,74,2950000,1475000,231
26,74,4500000,500000,396
26,74,3500000,1750000,223
26,74,7081162,2360387.33,213
26,74,1800000,900000,156
26,74,2050000,1025000,176
26,74,600000,600000,265
26,74,2500000,833333.33,279
26,74,0,0,98
26,74,2300000,1150000,222
26,74,0,0,0
26,74,2534000,633500,450
26,74,2136506,534126.5,473
26,74,750000,750000,288
26,74,1800000,1800000,291
26,74,3900000,1950000,334
26,74,1700000,850000,365
26,74,400000,200000,223
26,74,0,0,0
26,74,0,0,0
26,74,0,0,0
26,74,390000,390000,163
26,74,730000,365000,200
26,74,1250000,625000,236
26,74,500000,500000,120
26,74,500000,500000,111
26,74,3600000,900000,149
26,74,1575000,787500,80
26,74,4275000,2137500,145
26,74,300000,75000,504
26,74,3184000,796000,280
26,74,662000,220666.67,213
26,74,750000,250000,270
26,74,814798,162959.6,577
26,74,1260000,210000,360
26,74,2020000,673333.33,197
26,74,640000,640000,264
26,74,1500000,500000,219
26,74,390000,390000,132
26,74,800000,800000,287
26,74,400000,400000,264
26,74,700000,700000,257
26,74,0,0,0
26,74,480000,480000,251
26,74,379298,189649,158
26,74,3300000,1100000,413
26,74,1329298,332324.5,420
26,74,750000,375000,495
26,74,540000,540000,229
26,74,1120000,373333.33,147
26,74,3980000,1326666.67,225
26,74,636506,159126.5,176
26,74,600000,600000,101
26,74,1100000,366666.67,268
26,74,2090000,696666.67,178
26,74,600000,300000,221
26,74,1820000,910000,194
26,74,1000000,1000000,147
26,74,0,0,0
26,74,2490000,415000,184
26,74,440000,440000,196
26,74,594000,297000,133
26,74,2070000,690000,151
26,74,530000,530000,113
26,74,1360000,1360000,116
26,74,736000,245333.33,188
26,74,700000,350000,325
26,74,2030000,1015000,258
26,74,650000,650000,179
26,74,0,0,0
26,74,1500000,500000,263
26,74,2000000,2000000,282
26,74,904018,452009,232
26,74,1950000,390000,264
26,74,1745000,872500,203
26,74,1400000,1400000,233
26,74,2340000,585000,206
26,74,1500000,750000,135
26,74,900000,900000,176
26,74,0,0,0
26,74,1320457,330114.25,156
26,74,950000,475000,158
26,74,1380000,460000,270
26,74,1170000,585000,169
26,74,1940000,970000,245
26,74,1058000,529000,181
26,74,394000,394000,192
26,74,2086000,695333.33,113
26,74,0,0,0
26,74,500000,250000,159
26,74,500000,500000,264
26,74,2550000,2550000,277
26,74,2075000,518750,373
26,74,2218000,369666.67,442
26,74,1400000,466666.67,505
26,74,0,0,0
26,74,2716162,543232.4,232
26,74,1300000,650000,230
26,74,680000,680000,282
26,74,1200000,400000,453
26,74,0,0,0
26,74,0,0,0
26,74,800000,800000,134
26,74,0,0,0
26,74,570000,570000,208
26,74,970000,485000,316
26,74,386000,193000,306
26,74,1836000,459000,368
26,74,1600000,1600000,251
26,74,2979297,993099,225
26,74,0,0,0
26,74,895801,149300.17,215
26,74,500000,250000,157
26,74,1380000,690000,216
26,74,925500,462750,216
26,74,2006000,250750,433
26,74,2930000,586000,182
26,74,2370000,592500,158
26,74,600000,120000,185
26,74,540000,540000,147
26,74,2850000,712500,208
26,74,750000,375000,147
26,74,3950000,987500,457
26,74,0,0,0
26,74,450000,450000,241
26,74,3700000,1850000,138
26,74,800000,800000,220
26,74,1600000,800000,235
26,74,1021000,255250,360
26,74,1531162,382790.5,407
26,74,1579000,789500,211
26,74,1900000,633333.33,231
26,74,286500,286500,140
26,74,2590000,863333.33,270
26,74,1479000,369750,261
26,74,338912,84728,166
26,74,524000,131000,128
26,74,1730000,865000,171
26,74,385000,385000,146
26,74,907000,302333.33,225
26,74,0,0,0
26,74,986506,493253,211
26,74,600000,600000,248
26,74,379298,189649,140
26,74,1599200,319840,241
26,74,800000,800000,214
26,74,758400,379200,167
26,74,1936506,484126.5,214
26,74,800000,200000,210
26,74,1639200,546400,145
26,74,494200,494200,121
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,400000,200000,61
20,78,780000,390000,727
20,78,5625000,2812500,603
20,78,3200000,3200000,448
20,78,2500000,2500000,661
20,78,1650000,825000,672
20,78,1920000,960000,149
20,78,800000,800000,82
20,78,700000,175000,509
20,78,2300000,328571.43,330
20,78,1800000,450000,507
20,78,1480000,1480000,261
20,78,1200000,1200000,483
20,78,500000,100000,547
20,78,1100000,1100000,328
20,78,0,0,0
20,78,0,0,0
20,78,490000,245000,146
20,78,0,0,0
20,78,0,0,0
20,78,1820000,606666.67,132
20,78,0,0,228
20,78,0,0,0
20,78,1000000,500000,74
20,78,800000,266666.67,113
20,78,0,0,0
20,78,0,0,0
20,78,1100000,550000,326
20,78,2000000,500000,140
20,78,0,0,0
20,78,0,0,0
20,78,3100000,1550000,461
20,78,1800000,900000,523
20,78,800000,800000,219
20,78,0,0,0
20,78,3500000,3500000,398
20,78,800000,400000,574
20,78,2630000,1315000,422
20,78,3000000,750000,468
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,1800000,1800000,282
20,78,1750000,1750000,171
20,78,1600000,1600000,282
20,78,640000,640000,282
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,2200000,733333.33,182
20,78,1800000,1800000,113
20,78,1950000,1950000,179
20,78,2000000,2000000,179
20,78,3690000,3690000,295
20,78,3600000,1800000,215
20,78,600000,600000,295
20,78,0,0,0
20,78,3810000,762000,257
20,78,3000000,3000000,338
20,78,2000000,1000000,145
20,78,200000,66666.67,178
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,1800000,600000,399
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,1400000,700000,273
20,78,1080000,540000,121
20,78,1500000,750000,139
20,78,1900000,950000,139
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,4500000,2250000,204
20,78,550000,550000,194
20,78,2400000,1200000,121
20,78,1050000,262500,570
20,78,1500000,500000,765
20,78,1500000,375000,696
20,78,900000,300000,242
20,78,1800000,1800000,236
20,78,2500000,2500000,491
20,78,600000,600000,236
20,78,2400000,1200000,385
20,78,1500000,375000,306
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,600000,600000,98
20,78,1000000,1000000,120
20,78,1630000,543333.33,380
20,78,0,0,0
20,78,1430000,476666.67,483
20,78,1005000,502500,363
20,78,1696000,848000,242
20,78,0,0,0
20,78,800000,400000,227
20,78,0,0,0
20,78,1200000,400000,293
20,78,1800000,900000,307
20,78,0,0,0
20,78,1200000,400000,241
20,78,1500000,500000,418
20,78,1450000,1450000,352
20,78,1280000,182857.14,433
20,78,2190000,2190000,133
20,78,1100000,220000,345
20,78,0,0,0
20,78,300000,100000,130
20,78,1500000,300000,276
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,600000,600000,128
20,78,0,0,0
20,78,108000,54000,201
20,78,2000000,1000000,236
20,78,0,0,0
20,78,0,0,0
20,78,1300000,325000,313
20,78,2200000,1100000,133
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,4680000,2340000,293
20,78,2500000,833333.33,772
20,78,800000,400000,319
20,78,0,0,0
20,78,0,0,0
20,78,3000000,750000,678
20,78,0,0,0
20,78,0,0,0
20,78,2100000,525000,350
20,78,1800000,1800000,464
20,78,300000,300000,281
20,78,0,0,484
20,78,0,0,0
20,78,1500000,1500000,122
20,78,1000000,1000000,433
20,78,0,0,0
20,78,3850000,962500,666
20,78,0,0,0
20,78,1600000,400000,262
20,78,0,0,0
20,78,1578000,225428.57,625
20,78,1400000,1400000,501
20,78,0,0,0
20,78,300000,300000,65
20,78,0,0,0
20,78,600000,600000,96
20,78,0,0,0
20,78,0,0,0
20,78,1800000,600000,187
20,78,1130000,376666.67,406
20,78,1300000,433333.33,331
20,78,3120000,780000,199
20,78,1400000,700000,234
20,78,1800000,600000,304
20,78,1200000,1200000,293
20,78,360000,360000,287
20,78,2100000,525000,210
20,78,2400000,400000,409
20,78,1200000,300000,409
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,1200000,1200000,201
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,1500000,1500000,217
20,78,0,0,0
20,78,1350000,675000,183
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,1500000,750000,257
20,78,0,0,0
20,78,1900000,380000,1244
20,78,355000,88750,571
20,78,4850000,1212500,610
20,78,0,0,0
20,78,900000,225000,273
20,78,580000,580000,396
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,500000,500000,98
20,78,0,0,0
20,78,380000,380000,118
20,78,280000,280000,42
20,78,0,0,0
20,78,0,0,0
20,78,1300000,650000,579
20,78,1800000,450000,778
20,78,0,0,0
20,78,2100000,1050000,177
20,78,2500000,416666.67,286
20,78,680000,136000,310
20,78,1050000,210000,132
20,78,2200000,440000,258
20,78,2400000,1200000,230
20,78,3006000,601200,222
20,78,4950000,1650000,188
20,78,1425000,1425000,83
20,78,0,0,0
20,78,10216000,5108000,112
20,78,900000,900000,154
20,78,1500000,1500000,71
20,78,0,0,0
20,78,1000000,500000,100
20,78,4500000,1500000,208
20,78,1200000,1200000,90
20,78,3000000,3000000,297
20,78,3600000,720000,271
20,78,2220000,555000,245
20,78,5300000,1766666.67,306
20,78,4335000,2167500,139
20,78,2000000,1000000,182
20,78,2150000,716666.67,207
20,78,1100000,1100000,85
20,78,2275000,1137500,210
20,78,3700000,925000,347
20,78,2300000,2300000,227
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,350000,175000,184
20,78,300000,300000,108
20,78,1080000,360000,163
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,0,0,0
20,78,480000,480000,328
20,78,0,0,0
20,78,1650000,825000,217
20,78,1000000,250000,200
20,78,550000,183333.33,405
20,78,0,0,0
20,78,0,0,0
20,78,760000,380000,195
20,78,2100000,700000,364
20,78,1200000,600000,366
20,78,670000,670000,192
20,78,1800000,900000,193
20,78,1300000,1300000,285
20,78,0,0,0
20,78,4900000,980000,236
20,78,0,0,0
4,82,880000,146666.67,1392
4,82,1220000,406666.67,1448
4,82,1040000,520000,1068
4,82,3730000,621666.67,1260
4,82,5200000,1040000,1692
4,82,0,0,0
4,82,4270000,854000,903
4,82,1040000,520000,1038
4,82,1390000,1390000,526
4,82,1950000,1950000,464
4,82,1280000,426666.67,935
4,82,2470000,1235000,884
4,82,960000,960000,749
4,82,4950000,1237500,883
4,82,6000000,1500000,1148
4,82,1700000,850000,476
4,82,0,0,0
4,82,2500000,2500000,423
4,82,650000,650000,372
4,82,1250000,625000,476
4,82,1900000,950000,753
4,82,0,0,0
4,82,2000000,1000000,1212
4,82,2200000,2200000,1054
4,82,7200000,2400000,1118
4,82,0,0,0
4,82,5200000,2600000,877
4,82,1050000,525000,1101
4,82,2700000,900000,1362
4,82,2100000,1050000,936
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,3530000,1765000,1615
4,82,0,0,0
4,82,2400000,480000,928
4,82,2850000,950000,1177
4,82,0,0,0
4,82,1770000,442500,866
4,82,0,0,517
4,82,4900000,1225000,969
4,82,526000,526000,793
4,82,3800000,1900000,823
4,82,700000,140000,1150
4,82,1950000,1950000,802
4,82,900000,900000,738
4,82,520000,520000,731
4,82,1390000,695000,845
4,82,4080000,1360000,1435
4,82,200000,200000,631
4,82,1070000,214000,1236
4,82,1010000,336666.67,710
4,82,750000,750000,538
4,82,520000,520000,855
4,82,1620000,540000,669
4,82,800000,400000,583
4,82,1440000,720000,406
4,82,1740000,870000,513
4,82,1700000,850000,515
4,82,2240000,560000,715
4,82,740000,370000,583
4,82,1800000,600000,815
4,82,975000,975000,770
4,82,1050000,1050000,934
4,82,2000000,1000000,944
4,82,8700000,4350000,828
4,82,0,0,0
4,82,2020000,673333.33,1251
4,82,920000,460000,939
4,82,934000,311333.33,1607
4,82,1600000,800000,1319
4,82,536000,536000,955
4,82,1500000,375000,1456
4,82,2000000,400000,1237
4,82,1600000,800000,790
4,82,2340000,468000,1159
4,82,0,0,0
4,82,2620000,374285.71,1431
4,82,1820000,455000,1221
4,82,4700000,940000,1415
4,82,2300000,460000,1098
4,82,2800000,400000,1930
4,82,1600000,800000,1261
4,82,1990000,331666.67,1369
4,82,475000,475000,943
4,82,310000,103333.33,940
4,82,0,0,0
4,82,725000,145000,1065
4,82,60000,60000,663
4,82,1725000,575000,1370
4,82,0,0,0
4,82,475000,475000,943
4,82,1310000,327500,1194
4,82,628000,314000,1121
4,82,1240000,413333.33,968
4,82,290000,145000,663
4,82,1766000,588666.67,1236
4,82,2933000,977666.67,1102
4,82,610000,305000,1051
4,82,2100000,420000,1192
4,82,800000,800000,1115
4,82,300000,300000,786
4,82,5280000,1320000,1243
4,82,0,0,0
4,82,0,0,0
4,82,1200000,600000,991
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,1900000,1900000,1167
4,82,800000,400000,1262
4,82,800000,400000,1451
4,82,480000,480000,1353
4,82,0,0,0
4,82,4000000,2000000,1707
4,82,0,0,0
4,82,410000,205000,1413
4,82,0,0,0
4,82,0,0,0
4,82,1350000,1350000,1825
4,82,700000,700000,1769
4,82,0,0,0
4,82,5600000,1400000,2230
4,82,1510000,1510000,994
4,82,1760000,880000,2357
4,82,0,0,0
4,82,1300000,650000,1333
4,82,950000,475000,1894
4,82,1200000,1200000,994
4,82,0,0,0
4,82,4150000,2075000,1484
4,82,0,0,0
4,82,0,0,0
4,82,1500000,1500000,1586
4,82,2800000,700000,1223
4,82,3500000,1750000,1141
4,82,2670000,890000,957
4,82,1800000,600000,1354
4,82,2600000,1300000,1339
4,82,370000,370000,1061
4,82,0,0,0
4,82,1950000,975000,1141
4,82,500000,500000,1028
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,850000,850000,2143
4,82,4200000,4200000,1477
4,82,200000,200000,2209
4,82,3300000,660000,2793
4,82,0,0,0
4,82,0,0,0
4,82,1220000,406666.67,2207
4,82,6000000,6000000,2202
4,82,4900000,2450000,2054
4,82,3000000,3000000,1831
4,82,9000000,2250000,2506
4,82,2900000,966666.67,1567
4,82,0,0,0
4,82,1000000,1000000,2221
4,82,1000000,1000000,2221
4,82,2050000,2050000,1574
4,82,800000,800000,1906
4,82,2000000,2000000,2181
4,82,0,0,0
4,82,0,0,0
4,82,5000000,5000000,2475
4,82,1140500,1140500,1422
4,82,800000,800000,1221
4,82,1400000,1400000,1285
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,1000000,500000,1323
4,82,0,0,0
4,82,1500000,750000,1654
4,82,2500000,2500000,1886
4,82,0,0,0
4,82,375000,375000,1354
4,82,1500000,1500000,1248
4,82,0,0,0
4,82,3200000,3200000,1494
4,82,3600000,900000,1260
4,82,0,0,0
4,82,1700000,425000,1292
4,82,1300000,1300000,1632
4,82,0,0,0
4,82,2550000,850000,1795
4,82,600000,600000,1643
4,82,2000000,1000000,1359
4,82,1500000,750000,1425
4,82,0,0,0
4,82,600000,300000,1892
4,82,0,0,0
4,82,600000,300000,1797
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,200000,200000,1373
4,82,0,0,0
4,82,900000,900000,2054
4,82,0,0,911
4,82,750000,250000,839
4,82,0,0,0
4,82,1800000,360000,805
4,82,1500000,300000,852
4,82,0,0,0
4,82,1660000,830000,941
4,82,0,0,0
4,82,0,0,0
4,82,1200000,400000,765
4,82,0,0,0
4,82,0,0,0
4,82,0,0,0
4,82,1600000,800000,907
4,82,8000000,4000000,841
4,82,2200000,550000,743
4,82,1670000,556666.67,656
4,82,0,0,0
4,82,2270000,756666.67,747
4,82,300000,300000,789
4,82,1000000,1000000,418
4,82,1470000,735000,752
4,82,4600000,1150000,1045
4,82,2240000,448000,1077
4,82,4050000,1350000,775
4,82,4800000,1600000,794
4,82,0,0,0
4,82,3900000,1300000,903
4,82,0,0,0
4,82,1360000,453333.33,1094
4,82,1100000,275000,862
4,82,1280000,213333.33,921
4,82,750000,375000,810
4,82,1500000,500000,1142
4,82,1465000,366250,966
4,82,938000,469000,756
4,82,1270000,423333.33,1174
4,82,2390000,1195000,859
4,82,1500000,500000,792
4,82,900000,450000,604
4,82,4270000,1067500,1039
4,82,2300000,460000,819
4,82,1200000,400000,795
4,82,4000000,1000000,795
4,82,900000,450000,565
4,82,3750000,1875000,829
4,82,1400000,700000,1027
4,82,900000,900000,706
4,82,1700000,566666.67,1038
4,82,1650000,275000,1126
4,82,2760000,1380000,829
4,82,1950000,1950000,807
4,82,600000,600000,894
4,82,3000000,600000,1079
4,82,1650000,550000,817
4,82,965000,482500,1033
4,82,670000,167500,780
4,82,2100000,1050000,1206
4,82,1400000,700000,1029
